商品名,原价,活动价,页面网址,月销量,图片地址,评论时间,评论人,评价内容,追评,追评时间,属性1,属性2,属性3
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",18天前,t**2,功率大小：制热很快 安装服务：安装很满意 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,t**8,功率大小： 很好的 安装服务：师傅很，专业安装的也很快 制冷 热效果：效果是杠杠的 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNpp99YGk3yybgRGDPr1CZGkE9HT9KdHDB8HvJpzZTfuC53SKRVCG5dj28xDkgN4WEktDkZmnSR58GUjJBtF4qyDAZ8wbzBB9tGuEZULCUVD3o8KCuXiFbCshsQmgbKxZbmQWFqRfFqtBqhoGdT6VJ2CksK
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",19天前,m**6,家里美的产品比较多，这次空调还是选美的，颜值高，声音小，而且送装速度很快，点赞 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuym9wz7egc9QiqR8iYJA1UgmiQuePcZ5GvvvLHiLG6HCac6kCpgkBZYKyJReJrCz8iqSk3c9WcFdg98v6rzsGcQjb8wRS1zFEV7GnbnNJ52hSU8qd
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",20天前,c**1,这个配置的比较了某格的，相对比之下，美的的这款价格实惠，配置相等，性价比更高些，酷金属于线上销售，咨询了售后，保修和线下是一样的。购买后两天内就发货了，还没送货上门，安装师傅就已经电联要过来安装了，服务态度很积极。,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eP1vBQpKxkAbgK6y7jjccKm1oNxqJysv541YtPb1FpVoJiKQQNL5BxCq3RDczi9UF7ugXpNu58KaX6V7amdyaearoSa5krUKHD4xoZFTEnGcE1FsAbgq5eQT1CE9ocJhq8fMyxKTpFv1U9MP5sEVWuhhXCd
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",27天前,t**5,安装服务：服务热情，价格透明，安装美观  制冷 热效果：温暖舒适，凉爽宜人 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eP1vBQpKxkAbgK6y7jjccKm2ZHdtqL1KamfodJ2NUdqY6noT1UdV3LHsdUyu1if7B7GYYHh2stSC7Rtc4c9BPLUeXXwaRBFJaceuCKxgz9Lzu7mZS2U88f2Uj249Brbbtnpqmz6Tgba7ie1czzxj22ZNf9B
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,t**2,制热很快，制热效果也很好，关键是声音很小，安装师傅服务态度也很好，非常推荐购买哦,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",28天前,l**5,买了四台这款，用起来很不错，一级能效很省电,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",29天前,t**2,挺不错的，昨天下单今天就送货安装好了，非常快速，家里的小家电也是用的美的，质量非常好，相信美的品牌。安装的师傅也非常负责，高空作业非常辛苦，感谢！,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",9天前,t**5,功率大小：   安装服务：  制冷 热效果：非常好,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,s**2,提前致电，安装快速 一次购置2台空调，家里家具都是美的，忠实粉丝😘🤭🤭🤭,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,华**灵,功率大小：好 安装服务：非常好 制冷 热效果：超赞 ,0天后追评超级赞哦,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",13天前,清**1,物流速度很快东西也不错，值得二次购买，就是额外收费有点贵但是也能接受，安装师傅也很到位,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNUdrk7AfRorb3vhSFQ5ePqg1u1JGSscfjSm4hkhxECvoaVrSMXWg21G7Y32xxQ3k1nzoPcBm6uEjMGGXHBtPsorifeQ5Yjh2DJH2mDQSSGh2rUG4FuFqfeNQVcBZe2cRsZcbENQ31brscrYWTS7omdwyN9
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",13天前,月**n,安装服务：5星好评，速度很快！ 制冷 热效果：制热也很快，效果非常好！ 家里的都是美的空调的，已经回购几次了！ ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",14天前,马**3,安装服务：师傅态度很好，安装的很快。提前预约安装时间，上门及时。 制冷 热效果：工作正常保修六年。 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNpp99YGk3yybgRGDPr1CZGjAjRDvVeJthtbk4ffSPjUqeYptsSea679bxbX9bLW4RPzG7nVb91gWFjrKhzd7punB7Ai8aEBkSb9MXYWKmRQh8mpGK2orm6Lt5z3aiihrgwJP8DG9WYAPbP31ZFZs3jrhfP
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",16天前,t**4,制热效果好的很，我一下买了三台，主卧，次卧，小卧室，大品牌，还是比较相信美的的，洗衣机也买的美的,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",16天前,购**吧,此用户没有填写评价。,1天后追评买回来第二天了，制热效果非常好，也非常快，新款，没得话说,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",17天前,风**9,物流快，质量好，服务态度好！,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",17天前,z**6,发货挺快的，2天到货了，到货第二晚上安装好了，师傅安装的时候服务也不错，师傅也都给试了机，现在看看还是挺静音的，制热还可以的，主机时尚又不大哦。 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i3/O1CN01vptm7q1uTSGfnccj7_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/0/O1CN013hTJUM1uTSGfndIWj_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/0/O1CN01I3URMS1uTSGq4wKgR_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/0/O1CN01hrumtk1uTSGu3FwoN_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/0/O1CN01Zjp4Xr1uTSGvkYq7Q_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/0/O1CN013D9nIi1uTSGfnjP7q_!!0-rate.jpg_110x10000q90.jpg_.webp",17天前,6**6,此用户没有填写评价。,1天后追评买的第六台美的空调了.物流。安装。都很快服务态度也是很。好价钱也不高。质量和品牌信誉都是很好。家里全都是美的电器。对美电器十分认可,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://img.alicdn.com/tps/TB1l6dkOXXXXXXEXVXXXXXXXXXX-210-210.png_70x70.jpg
//gw.alicdn.com/imgextra/i1/O1CN01Y3DnCD2HtJn50zwEx_!!0-tbbala.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i4/O1CN01zhfOOa2HtJn50yWqN_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN01fd1djw2HtJn9BcBpI_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i1/O1CN016J5P692HtJn6MACLC_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i3/O1CN01UYdAGF2HtJnEm75VB_!!0-rate.jpg_110x10000q90.jpg_.webp
//gw.alicdn.com/imgextra/i2/O1CN01AXszNA2HtJnEmCBiX_!!0-rate.jpg_110x10000q90.jpg_.webp",1个月前,t**1,空调美关，效果杠杠滴，物流很快，按装也极时，服务很好，空调外关精美上档次，朋友看了也说特棒，还说也要买两台。,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNefKnQzQQqKfdvFnj4gcj27HusD81SvL9rULXX5W3aM6kdAmwVG4Yowfiqxjornp3kAZjspbS8jRvJmjwk52xgakPKReQSnV5gHkAgFD7bPHhhGdaYwYdvQnha89dDStdxSauj9JYEdZSMsztUFenApw7X
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",18天前,t**2,24号配送27号过来安装，空调开机运行很静，外机也不吵。很满意哈哈哈哈哈，售后师傅打孔后还帮我打扫干净了，服务态度很好,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNefKnQzQQqKfdvFnj4gcj26yGiDPEF9tg6pgmfaYAycE9YPpMvHFBC9FVV92HhiMrE74vPRN6WP98zQiMxyd2oHrxtQ6ZD23YFcV2yZYaM4wsfZW5kVrkfbbyDcreyKN9CdYdXi1acn4QFxFBsK3r7gryo
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,里**更,功率大小：很好，也很漂亮 安装服务：安装非常快，第二天就到了，服务态度非常好 制冷 热效果：制热基本马上就热了 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN83923zmuymAGG3qd6pxpVLMiaAarVwSX8iy9EmQbtQR7jvW2XqgRyY4ZTnWtMagocVPqGhxnRbSZb5z714paHdR5TnPgyRSvg5P5x2f67R1uowUju5eFCkfb
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",20天前,f**3,物流很快，安装服务很好还耐心的教老人如何使用，制冷 热效果非常好，个人觉得非常满意真心好评。,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNefKnQzQQqKfdvFnj4gcj26RRJw7NqhPDvRbMa5ukoSiMx3Y64eqfcBNhkqZusEhMgB96tK3KrkJRkKmARwxw81H3hVtdbKQMEasCo7JwEczB8z5TpM8ichMM7J1sM2SwN9TDpDEvPACiwetcmHb6JMEHP
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",22天前,润**宝,快递速度还可以，安装也快，可以根据自己要求购买辅件，辅材价格透明，高空作业费超过4楼要收，总得下来一台空调总共2900左右。还没细细体验，使用后会追评。 ,,, 极地白,,
【新一级能效】美的酷金/1.5匹变频空调冷暖家用挂机智能官方旗舰,3299,2669,https://detail.tmall.com/item.htm?abbucket=1&id=622966874369&rn=abce87c80a1362441bdc417b0d1e2238&skuId=4572930746054&spm=a1z10.15-b-s.w4011-15096535908.101.286f2aa0IyhHXh,月销 3000+,"http://sns.m.taobao.com/avatar/sns/user/flag/sns_logo?type=taobao&amp;kn=wwc_tb_11&amp;bizCode=taobao_avatar&amp;userFlag=RAzN84GK7wS8eNm7jU8r4PphsGFhgNQzTH5EDtyMM4FKzBt2VwppL4yefsHmPvzQifu2GcD4Dk6R5fRJRxNVBcNhuEMLjybpPMSx69LTXgiEz78mBZWVZUKyXuPJXjbxVjRrzGecBuCKtXtyJDz1unyAnrNSgpYvLL771ub
//gw.alicdn.com/imgextra/i4/O1CN01CYtPWu1MUBqQAUK9D_!!6000000001437-2-tps-2-2.png",1个月前,金**6,安装服务：好 功率大小：好 制冷 热效果：师傅很热情，安装服务好，空调能正常使用 ,,, 极地白,,
